work_location,publish_time,position_category,position_link,hiring_number,position_name
深圳,2017-12-03,技术类,http://hr.tencent.com/position_detail.php?id=30298&keywords=&tid=0&lid=0,2,SA-腾讯社交广告反作弊工程师（微信广告方向）
深圳,2017-12-03,技术类,http://hr.tencent.com/position_detail.php?id=33196&keywords=&tid=0&lid=0,3,SNG16-全民K歌Android开发工程师（深圳）
美国,2017-12-03,技术类,http://hr.tencent.com/position_detail.php?id=31394&keywords=&tid=0&lid=0,1,TEG17-自然语言处理研究员（美国）
上海,2017-12-02,职能类,http://hr.tencent.com/position_detail.php?id=31975&keywords=&tid=0&lid=0,1,20765-政府事务经理
深圳,2017-12-02,职能类,http://hr.tencent.com/position_detail.php?id=26514&keywords=&tid=0&lid=0,1,S2-高级风险管理和内部控制分析师（采购管理-信息共享方向）（深圳）
深圳,2017-12-02,产品/项目类,http://hr.tencent.com/position_detail.php?id=27534&keywords=&tid=0&lid=0,1,21309-企鹅辅导活动运营经理（深圳）
北京,2017-12-01,技术类,http://hr.tencent.com/position_detail.php?id=34713&keywords=&tid=0&lid=0,1,22989-C++后台开发工程师（北京）
北京,2017-12-01,职能类,http://hr.tencent.com/position_detail.php?id=34715&keywords=&tid=0&lid=0,2,AQ-司法协作经理
成都,2017-12-01,设计类,http://hr.tencent.com/position_detail.php?id=34700&keywords=&tid=0&lid=0,1,15575-天美L1预研海外手游3D关卡设计师（成都）
深圳,2017-12-01,职能类,http://hr.tencent.com/position_detail.php?id=34440&keywords=&tid=0&lid=0,1,IEG-投资公司管理HRBP（深圳）
深圳,2017-12-01,职能类,http://hr.tencent.com/position_detail.php?id=33922&keywords=&tid=0&lid=0,1,RL-人力效能分析规划经理（深圳）
深圳,2017-12-01,技术类,http://hr.tencent.com/position_detail.php?id=29613&keywords=&tid=0&lid=0,1,MIG03-测试开发工程师（深圳）
上海,2017-12-01,产品/项目类,http://hr.tencent.com/position_detail.php?id=30733&keywords=&tid=0&lid=0,1,15614-项目经理（上海）
深圳,2017-11-30,技术类,http://hr.tencent.com/position_detail.php?id=34682&keywords=&tid=0&lid=0,2,22989-人工智能算法专家（NLP方向）（深圳/成都/上海/北京）
深圳,2017-11-30,技术类,http://hr.tencent.com/position_detail.php?id=34475&keywords=&tid=0&lid=0,1,MIG15-嵌入式终端开发工程师（深圳）
上海,2017-11-30,市场类,http://hr.tencent.com/position_detail.php?id=29044&keywords=&tid=0&lid=0,1,23294-互娱品牌经理(上海)
深圳,2017-11-30,技术类,http://hr.tencent.com/position_detail.php?id=34658&keywords=&tid=0&lid=0,1,TEG13-大数据挖掘工程师（深圳）
深圳,2017-11-30,产品/项目类,http://hr.tencent.com/position_detail.php?id=32639&keywords=&tid=0&lid=0,1,TEG11-产品经理（深圳）
深圳,2017-11-30,技术类,http://hr.tencent.com/position_detail.php?id=28261&keywords=&tid=0&lid=0,1,SD3-移动客户端开发（深圳）
深圳,2017-11-30,技术类,http://hr.tencent.com/position_detail.php?id=26470&keywords=&tid=0&lid=0,2,21309-在线教育JAVA后台开发工程师（深圳）
北京,2017-11-29,市场类,http://hr.tencent.com/position_detail.php?id=34661&keywords=&tid=0&lid=0,1,22850-腾讯视频VIP渠道BD经理
北京,2017-11-29,产品/项目类,http://hr.tencent.com/position_detail.php?id=34648&keywords=&tid=0&lid=0,1,24932-漫改影视制片人
深圳,2017-11-29,市场类,http://hr.tencent.com/position_detail.php?id=30145&keywords=&tid=0&lid=0,1,HY3-互娱战略发展经理（深圳）
深圳,2017-11-28,产品/项目类,http://hr.tencent.com/position_detail.php?id=34646&keywords=&tid=0&lid=0,1,MIG18-双百投后内容运营产品经理（深圳）
成都,2017-11-28,产品/项目类,http://hr.tencent.com/position_detail.php?id=34624&keywords=&tid=0&lid=0,1,15575-《王者荣耀》游戏运营（产品运营方向）
深圳,2017-11-28,产品/项目类,http://hr.tencent.com/position_detail.php?id=34608&keywords=&tid=0&lid=0,2,21309-腾讯课堂设计培训类目经理（深圳）
北京,2017-11-28,产品/项目类,http://hr.tencent.com/position_detail.php?id=34628&keywords=&tid=0&lid=0,1,22090-天天快报-高级产品经理（客户端方向）（北京）
北京,2017-11-28,产品/项目类,http://hr.tencent.com/position_detail.php?id=34630&keywords=&tid=0&lid=0,1,22090-天天快报-高级产品经理（流量分配与合作方向）（北京）
北京,2017-11-28,产品/项目类,http://hr.tencent.com/position_detail.php?id=32584&keywords=&tid=0&lid=0,2,15612-MMORPG系统／剧情策划师（北京）
深圳,2017-11-28,产品/项目类,http://hr.tencent.com/position_detail.php?id=30741&keywords=&tid=0&lid=0,1,SNG01-QQ产品运营组长（深圳）
深圳,2017-11-27,产品/项目类,http://hr.tencent.com/position_detail.php?id=34593&keywords=&tid=0&lid=0,1,21309-企鹅辅导流量运营管理经理（深圳）
深圳,2017-11-27,产品/项目类,http://hr.tencent.com/position_detail.php?id=34589&keywords=&tid=0&lid=0,4,21309-企鹅辅导学科运营（深圳）
深圳,2017-11-27,技术类,http://hr.tencent.com/position_detail.php?id=34570&keywords=&tid=0&lid=0,3,SNG11-腾讯云移动安全工程师（深圳）
深圳,2017-11-27,产品/项目类,http://hr.tencent.com/position_detail.php?id=34574&keywords=&tid=0&lid=0,1,SNG16-全民K歌内容社区高级产品经理（深圳）
香港,2017-11-27,职能类,http://hr.tencent.com/position_detail.php?id=33793&keywords=&tid=0&lid=0,0,14173-投资公司CXO 招聘副总监
北京,2017-11-27,内容编辑类,http://hr.tencent.com/position_detail.php?id=34551&keywords=&tid=0&lid=0,1,23675-渠道拓展（北京）
深圳,2017-11-27,技术类,http://hr.tencent.com/position_detail.php?id=31282&keywords=&tid=0&lid=0,1,22989-企业云后台开发工程师（深圳）
深圳,2017-11-27,职能类,http://hr.tencent.com/position_detail.php?id=28284&keywords=&tid=0&lid=0,1,21645-移动互联高级法律顾问（深圳）
深圳,2017-11-27,产品/项目类,http://hr.tencent.com/position_detail.php?id=31289&keywords=&tid=0&lid=0,1,MIG18-众创空间AI项目高级产品经理（深圳）
深圳,2017-11-26,技术类,http://hr.tencent.com/position_detail.php?id=24411&keywords=&tid=0&lid=0,6,18428-财付通清算业务测试工程师（深圳）
深圳,2017-11-26,技术类,http://hr.tencent.com/position_detail.php?id=31233&keywords=&tid=0&lid=0,0,MIG09-QQ浏览器社区前端开发工程师
上海,2017-11-26,市场类,http://hr.tencent.com/position_detail.php?id=28939&keywords=&tid=0&lid=0,1,SA-腾讯社交广告营销策划经理（上海）
深圳,2017-11-25,技术类,http://hr.tencent.com/position_detail.php?id=33824&keywords=&tid=0&lid=0,1,22989-金融云区块链高级研发工程师（深圳）
深圳,2017-11-25,技术类,http://hr.tencent.com/position_detail.php?id=30088&keywords=&tid=0&lid=0,1,MIG09-资讯推荐算法高级工程师
深圳,2017-11-24,设计类,http://hr.tencent.com/position_detail.php?id=34533&keywords=&tid=0&lid=0,1,15712-游戏美术3D动画特效设计
上海,2017-11-24,产品/项目类,http://hr.tencent.com/position_detail.php?id=34526&keywords=&tid=0&lid=0,1,HY2-游戏平台产品策划（上海）
深圳,2017-11-24,技术类,http://hr.tencent.com/position_detail.php?id=34518&keywords=&tid=0&lid=0,3,21309-在线教育Go后台工程师（深圳）
深圳,2017-11-24,职能类,http://hr.tencent.com/position_detail.php?id=32537&keywords=&tid=0&lid=0,1,CDG-HRBP（深圳）
深圳,2017-11-24,技术类,http://hr.tencent.com/position_detail.php?id=30678&keywords=&tid=0&lid=0,1,TEG09-视频编转码高级工程师（深圳）
深圳,2017-11-24,产品/项目类,http://hr.tencent.com/position_detail.php?id=32512&keywords=&tid=0&lid=0,1,21309-IT类目组长/副组长
上海,2017-11-24,产品/项目类,http://hr.tencent.com/position_detail.php?id=28918&keywords=&tid=0&lid=0,1,15573-资深手游运营策划（上海）
成都,2017-11-23,技术类,http://hr.tencent.com/position_detail.php?id=33504&keywords=&tid=0&lid=0,3,22989-智慧零售行业企业业务交付架构师（ 北京/上海/深圳/成都）
成都,2017-11-23,技术类,http://hr.tencent.com/position_detail.php?id=33973&keywords=&tid=0&lid=0,3,22989-腾讯云交通能源行业交付架构师（北京/上海/深圳/成都）
北京,2017-11-23,设计类,http://hr.tencent.com/position_detail.php?id=34488&keywords=&tid=0&lid=0,1,22852-演播技术三维建模设计师（北京）
北京,2017-11-23,设计类,http://hr.tencent.com/position_detail.php?id=34145&keywords=&tid=0&lid=0,1,SA-腾讯社交广告交互设计师（北京）
深圳,2017-11-23,技术类,http://hr.tencent.com/position_detail.php?id=33170&keywords=&tid=0&lid=0,2,SD9-Unity3D手游客户端开发工程师(深圳)
深圳,2017-11-23,产品/项目类,http://hr.tencent.com/position_detail.php?id=30489&keywords=&tid=0&lid=0,1,15851-游戏音频师（深圳）
深圳,2017-11-22,技术类,http://hr.tencent.com/position_detail.php?id=34470&keywords=&tid=0&lid=0,1,18796-游戏平台高级测试开发工程师(深圳)
长沙,2017-11-22,市场类,http://hr.tencent.com/position_detail.php?id=34456&keywords=&tid=0&lid=0,1,22990-腾讯云客户经理（长沙/贵阳）
深圳,2017-11-22,产品/项目类,http://hr.tencent.com/position_detail.php?id=31228&keywords=&tid=0&lid=0,1,18402-移动游戏数据分析和挖掘
深圳,2017-11-22,,http://hr.tencent.com/position_detail.php?id=28884&keywords=&tid=0&lid=0,1,23295-互娱公关经理（深圳）
深圳,2017-11-22,技术类,http://hr.tencent.com/position_detail.php?id=28885&keywords=&tid=0&lid=0,1,TEG02-Hadoop开发工程师（深圳）
上海,2017-11-22,技术类,http://hr.tencent.com/position_detail.php?id=31222&keywords=&tid=0&lid=0,2,20503-视频监控人体算法研发工程师（上海）
深圳,2017-11-22,,http://hr.tencent.com/position_detail.php?id=29908&keywords=&tid=0&lid=0,5,14914-互联网金融公关经理（深圳）
上海,2017-11-21,市场类,http://hr.tencent.com/position_detail.php?id=33109&keywords=&tid=0&lid=0,2,22967-腾讯广告大客户渠道销售经理（上海）
深圳,2017-11-21,技术类,http://hr.tencent.com/position_detail.php?id=33139&keywords=&tid=0&lid=0,1,SNG02-QQ通信平台后台开发工程师（深圳）
深圳,2017-11-20,产品/项目类,http://hr.tencent.com/position_detail.php?id=34428&keywords=&tid=0&lid=0,3,22989-大数据人工智能产品中心项目经理（深圳/北京/上海/成都）
深圳,2017-11-20,产品/项目类,http://hr.tencent.com/position_detail.php?id=34424&keywords=&tid=0&lid=0,1,24111-项目经理
深圳,2017-11-20,技术类,http://hr.tencent.com/position_detail.php?id=34408&keywords=&tid=0&lid=0,2,23296-互娱前端开发工程师（深圳）
深圳,2017-11-20,技术类,http://hr.tencent.com/position_detail.php?id=29477&keywords=&tid=0&lid=0,1,SNG04-推荐算法工程师（深圳）
深圳,2017-11-19,产品/项目类,http://hr.tencent.com/position_detail.php?id=29451&keywords=&tid=0&lid=0,2,23518-移动游戏渠道运营经理（手Q）
深圳,2017-11-18,产品/项目类,http://hr.tencent.com/position_detail.php?id=34069&keywords=&tid=0&lid=0,1,22989-金融云官网运营经理（深圳）
上海,2017-11-17,技术类,http://hr.tencent.com/position_detail.php?id=34198&keywords=&tid=0&lid=0,1,SNG07-天天P图系统测试工程师
深圳,2017-11-17,技术类,http://hr.tencent.com/position_detail.php?id=34384&keywords=&tid=0&lid=0,2,24111-前端开发工程师
成都,2017-11-16,产品/项目类,http://hr.tencent.com/position_detail.php?id=34368&keywords=&tid=0&lid=0,1,15575-《王者荣耀》市场内容运营（成都）
深圳,2017-11-16,客户服务类,http://hr.tencent.com/position_detail.php?id=34354&keywords=&tid=0&lid=0,1,HY2-大客户管家（深圳）
深圳,2017-11-16,产品/项目类,http://hr.tencent.com/position_detail.php?id=34337&keywords=&tid=0&lid=0,1,22989-腾讯云数据运营高级项目经理（深圳）
深圳,2017-11-16,产品/项目类,http://hr.tencent.com/position_detail.php?id=34346&keywords=&tid=0&lid=0,1,SNG16-QQ音乐渠道运营经理（深圳）
北京,2017-11-16,产品/项目类,http://hr.tencent.com/position_detail.php?id=34335&keywords=&tid=0&lid=0,4,20772-自制综艺节目制片人（北京）
上海,2017-11-15,市场类,http://hr.tencent.com/position_detail.php?id=34284&keywords=&tid=0&lid=0,1,22990-企点行业渠道销售经理（上海）
深圳,2017-11-15,产品/项目类,http://hr.tencent.com/position_detail.php?id=33145&keywords=&tid=0&lid=0,1,22989-腾讯云交付项目经理（深圳）
深圳,2017-11-15,市场类,http://hr.tencent.com/position_detail.php?id=34304&keywords=&tid=0&lid=0,3,22990-腾讯云广电运营商客户经理（北京/上海/深圳/成都）
深圳,2017-11-15,技术类,http://hr.tencent.com/position_detail.php?id=34291&keywords=&tid=0&lid=0,2,HY1-游戏安全运营开发工程师（深圳）
深圳,2017-11-15,设计类,http://hr.tencent.com/position_detail.php?id=34264&keywords=&tid=0&lid=0,1,20718-交互设计师（深圳）
上海,2017-11-13,产品/项目类,http://hr.tencent.com/position_detail.php?id=34260&keywords=&tid=0&lid=0,1,19407-移动游戏平台合作（上海）
上海,2017-11-13,技术类,http://hr.tencent.com/position_detail.php?id=34249&keywords=&tid=0&lid=0,1,21085-游戏运营开发工程师（上海）
深圳,2017-11-13,设计类,http://hr.tencent.com/position_detail.php?id=34233&keywords=&tid=0&lid=0,1,20718-UI视觉设计师（深圳）
深圳,2017-11-13,技术类,http://hr.tencent.com/position_detail.php?id=34227&keywords=&tid=0&lid=0,3,TEG14-分布式NOSQL存储后台开发工程师（深圳）
深圳,2017-11-12,产品/项目类,http://hr.tencent.com/position_detail.php?id=33616&keywords=&tid=0&lid=0,1,15583-桌游用户与社区运营
深圳,2017-11-12,技术类,http://hr.tencent.com/position_detail.php?id=33297&keywords=&tid=0&lid=0,1,15851-游戏前台开发工程师(客户端)（深圳）
北京,2017-11-10,产品/项目类,http://hr.tencent.com/position_detail.php?id=34219&keywords=&tid=0&lid=0,1,24548-电视剧商业制片人
成都,2017-11-09,技术类,http://hr.tencent.com/position_detail.php?id=34182&keywords=&tid=0&lid=0,1,19116-互联网+行业大数据高级工程师（成都）
北京,2017-11-09,设计类,http://hr.tencent.com/position_detail.php?id=34169&keywords=&tid=0&lid=0,1,MIG16-自动驾驶仿真模拟系统-技术美术（北京）
深圳,2017-11-09,技术类,http://hr.tencent.com/position_detail.php?id=34154&keywords=&tid=0&lid=0,1,TEG12-海外数据中心经理（深圳）
北京,2017-11-09,技术类,http://hr.tencent.com/position_detail.php?id=33582&keywords=&tid=0&lid=0,2,MIG16-地图质量工程师（北京）
昆明,2017-11-08,产品/项目类,http://hr.tencent.com/position_detail.php?id=34135&keywords=&tid=0&lid=0,1,SNG02-腾讯云行业高级运营经理（昆明）
深圳,2017-11-08,技术类,http://hr.tencent.com/position_detail.php?id=34116&keywords=&tid=0&lid=0,1,22989-腾讯云物联网方向研发leader（深圳/北京/上海）
深圳,2017-11-08,技术类,http://hr.tencent.com/position_detail.php?id=34097&keywords=&tid=0&lid=0,1,24012-游戏社交Android高级开发工程师（深圳）
北京,2017-11-08,产品/项目类,http://hr.tencent.com/position_detail.php?id=33896&keywords=&tid=0&lid=0,1,MIG16-地图众包高级产品运营（北京）
深圳,2017-11-08,技术类,http://hr.tencent.com/position_detail.php?id=34064&keywords=&tid=0&lid=0,2,22989-腾讯云开发者服务后台开发工程师（深圳）
深圳,2017-11-08,设计类,http://hr.tencent.com/position_detail.php?id=34041&keywords=&tid=0&lid=0,1,17229-高级特效师
深圳,2017-11-07,市场类,http://hr.tencent.com/position_detail.php?id=34042&keywords=&tid=0&lid=0,3,19511-腾讯游戏业务流程经理（深圳）
深圳,2017-11-06,产品/项目类,http://hr.tencent.com/position_detail.php?id=34027&keywords=&tid=0&lid=0,1,19116-腾讯觅影算法策略高级产品经理（深圳）
深圳,2017-11-06,技术类,http://hr.tencent.com/position_detail.php?id=34008&keywords=&tid=0&lid=0,1,TEG02-GPGPU高级研发工程师（深圳）
深圳,2017-11-06,技术类,http://hr.tencent.com/position_detail.php?id=33991&keywords=&tid=0&lid=0,1,21085-游戏运维工程师（深圳）
深圳,2017-11-03,技术类,http://hr.tencent.com/position_detail.php?id=33980&keywords=&tid=0&lid=0,1,TEG06-系统测试工程师（深圳）
北京,2017-11-03,市场类,http://hr.tencent.com/position_detail.php?id=33971&keywords=&tid=0&lid=0,1,OMG192-华北渠道销售经理（北京）
上海,2017-11-02,产品/项目类,http://hr.tencent.com/position_detail.php?id=33950&keywords=&tid=0&lid=0,1,24548-商业产品经理
深圳,2017-11-02,市场类,http://hr.tencent.com/position_detail.php?id=33888&keywords=&tid=0&lid=0,2,24491-王者荣耀全球版-海外渠道高级经理（深圳）
上海,2017-11-02,技术类,http://hr.tencent.com/position_detail.php?id=33377&keywords=&tid=0&lid=0,1,19332-企点C++后台高级工程师（上海）
深圳,2017-11-01,产品/项目类,http://hr.tencent.com/position_detail.php?id=33908&keywords=&tid=0&lid=0,1,HY1-游戏公共技术项目经理（深圳）
北京,2017-11-01,技术类,http://hr.tencent.com/position_detail.php?id=33872&keywords=&tid=0&lid=0,1,MIG16-基础架构工程师（北京）
北京,2017-11-01,产品/项目类,http://hr.tencent.com/position_detail.php?id=33848&keywords=&tid=0&lid=0,1,MIG16-地图骑行步行导航数据高级产品经理（北京）
上海,2017-10-30,产品/项目类,http://hr.tencent.com/position_detail.php?id=33840&keywords=&tid=0&lid=0,2,22989-腾讯云高级产品经理（互联网业务）（上海/北京/深圳）
上海,2017-10-30,市场类,http://hr.tencent.com/position_detail.php?id=33512&keywords=&tid=0&lid=0,2,18796-WeGame高级商务经理（上海）
北京,2017-10-30,产品/项目类,http://hr.tencent.com/position_detail.php?id=33804&keywords=&tid=0&lid=0,1,22090-天天快报-视频数据分析师（北京）
深圳,2017-10-27,产品/项目类,http://hr.tencent.com/position_detail.php?id=33768&keywords=&tid=0&lid=0,1,15569-魂斗罗高级数值策划（深圳）
深圳,2017-10-27,技术类,http://hr.tencent.com/position_detail.php?id=33756&keywords=&tid=0&lid=0,1,TEG02-系统运维工程师
上海,2017-10-26,产品/项目类,http://hr.tencent.com/position_detail.php?id=33738&keywords=&tid=0&lid=0,2,SA-腾讯社交广告KA渠道运营经理（上海）
深圳,2017-10-26,产品/项目类,http://hr.tencent.com/position_detail.php?id=33711&keywords=&tid=0&lid=0,1,18797-高级项目经理（深圳）
北京,2017-10-26,技术类,http://hr.tencent.com/position_detail.php?id=33601&keywords=&tid=0&lid=0,1,MIG16-自动驾驶融合定位(北京)
深圳,2017-10-24,技术类,http://hr.tencent.com/position_detail.php?id=33675&keywords=&tid=0&lid=0,0,HY2-手游SDK终端iOS开发工程师(深圳)
深圳,2017-10-24,产品/项目类,http://hr.tencent.com/position_detail.php?id=33652&keywords=&tid=0&lid=0,1,MIG10-运营商产品策划（深圳）
深圳,2017-10-23,产品/项目类,http://hr.tencent.com/position_detail.php?id=33322&keywords=&tid=0&lid=0,1,23516-军事类手游运营策划
北京,2017-10-23,产品/项目类,http://hr.tencent.com/position_detail.php?id=33590&keywords=&tid=0&lid=0,2,22989-腾讯云高级产品经理(互联网业务)（北京）
北京,2017-10-19,产品/项目类,http://hr.tencent.com/position_detail.php?id=33538&keywords=&tid=0&lid=0,1,22990-行业解决方案顾问（北京）
深圳,2017-10-19,技术类,http://hr.tencent.com/position_detail.php?id=33524&keywords=&tid=0&lid=0,1,MIG03-移动端高级测试开发工程师（深圳）
深圳,2017-10-18,设计类,http://hr.tencent.com/position_detail.php?id=33453&keywords=&tid=0&lid=0,1,HY1-高级原画设计师（深圳）
上海,2017-10-18,市场类,http://hr.tencent.com/position_detail.php?id=33428&keywords=&tid=0&lid=0,3,22990-腾讯云渠道经理（上海）
深圳,2017-10-16,技术类,http://hr.tencent.com/position_detail.php?id=33354&keywords=&tid=0&lid=0,1,22989-腾讯云服务器硬件运营高级工程师（深圳）
北京,2017-10-12,职能类,http://hr.tencent.com/position_detail.php?id=33288&keywords=&tid=0&lid=0,1,20759-政府事务经理
北京,2017-10-09,职能类,http://hr.tencent.com/position_detail.php?id=33234&keywords=&tid=0&lid=0,1,AQ-产品安全经理（北京）
美国,2017-10-09,技术类,http://hr.tencent.com/position_detail.php?id=33188&keywords=&tid=0&lid=0,5,TEG17-Principal Researcher（us）
深圳,2017-09-27,职能类,http://hr.tencent.com/position_detail.php?id=33140&keywords=&tid=0&lid=0,1,CB-海外福利经理（深圳）
深圳,2017-09-25,技术类,http://hr.tencent.com/position_detail.php?id=33078&keywords=&tid=0&lid=0,1,OMG097-运营开发高级工程师（深圳）
